Package Name,package_name,package_version
2023-02-27-py-candyhydrapep-v5.43/2023-02-27-py-candyhydrapep-v5.43_structuredOutput,py-candyhydrapep-v5.43,Unknown
2023-02-27-py-candynvidiakill-v8.30/2023-02-27-py-candynvidiakill-v8.30_structuredOutput,py-candynvidiakill-v8.30,Unknown
2023-05-02-pycolorating-v1.0.0/2023-05-02-pycolorating-v1.0.0_structuredOutput,pycolorating-v1.0.0,Unknown
2023-03-14-pycryptexe-v1.1.4/2023-03-14-pycryptexe-v1.1.4_structuredOutput,pycryptexe-v1.1.4,Unknown
2022-11-16-pycrypting/2022-11-16-pycrypting_structuredOutput,pycrypting,Unknown
2023-03-20-pydefender-v1.0.3/2023-03-20-pydefender-v1.0.3_structuredOutput,pydefender-v1.0.3,Unknown
2022-11-16-pyevasive/2022-11-16-pyevasive_structuredOutput,pyevasive,Unknown
2023-05-20-pygame-install-v17.14.20/2023-05-20-pygame-install-v17.14.20_structuredOutput,pygame-install-v17.14.20,Unknown
2023-05-07-py-intellibint-v5.86/2023-05-07-py-intellibint-v5.86_structuredOutput,py-intellibint-v5.86,Unknown
2023-02-27-py-killgetgrand-v1.24/2023-02-27-py-killgetgrand-v1.24_structuredOutput,py-killgetgrand-v1.24,Unknown
2023-02-27-py-libloadcandy-v6.29/2023-02-27-py-libloadcandy-v6.29_structuredOutput,py-libloadcandy-v6.29,Unknown
2023-02-27-py-libpipintel-v8.77/2023-02-27-py-libpipintel-v8.77_structuredOutput,py-libpipintel-v8.77,Unknown
2023-05-20-pylint-beautifulsoup-v3.12.3/2023-05-20-pylint-beautifulsoup-v3.12.3_structuredOutput,pylint-beautifulsoup-v3.12.3,Unknown
2023-02-27-py-masksuperpyw-v8.89/2023-02-27-py-masksuperpyw-v8.89_structuredOutput,py-masksuperpyw-v8.89,Unknown
2023-04-26-pymulticolor-v1.0.0/2023-04-26-pymulticolor-v1.0.0_structuredOutput,pymulticolor-v1.0.0,Unknown
2023-03-27-pypackscate-v1.1.1/2023-03-27-pypackscate-v1.1.1_structuredOutput,pypackscate-v1.1.1,Unknown
2023-03-27-pypackscate-v1.1.3/2023-03-27-pypackscate-v1.1.3_structuredOutput,pypackscate-v1.1.3,Unknown
2023-03-27-pypackscate-v1.2.0/2023-03-27-pypackscate-v1.2.0_structuredOutput,pypackscate-v1.2.0,Unknown
2023-03-27-pypackscate-v1.3.0/2023-03-27-pypackscate-v1.3.0_structuredOutput,pypackscate-v1.3.0,Unknown
2023-02-27-py-piposintpaypal-v7.44/2023-02-27-py-piposintpaypal-v7.44_structuredOutput,py-piposintpaypal-v7.44,Unknown
2023-03-02-py-proofnvidiavm-v7.87/2023-03-02-py-proofnvidiavm-v7.87_structuredOutput,py-proofnvidiavm-v7.87,Unknown
2023-03-18-pyprotectfile-v1.0.3/2023-03-18-pyprotectfile-v1.0.3_structuredOutput,pyprotectfile-v1.0.3,Unknown
2023-02-27-py-pywposthacked-v7.61/2023-02-27-py-pywposthacked-v7.61_structuredOutput,py-pywposthacked-v7.61,Unknown
2023-02-27-py-splitstudystring-v3.83/2023-02-27-py-splitstudystring-v3.83_structuredOutput,py-splitstudystring-v3.83,Unknown
2023-02-27-py-studynvidiamc-v4.42/2023-02-27-py-studynvidiamc-v4.42_structuredOutput,py-studynvidiamc-v4.42,Unknown
2023-02-27-py-superrecc-v7.26/2023-02-27-py-superrecc-v7.26_structuredOutput,py-superrecc-v7.26,Unknown
2022-12-05-python-edenred-payments/2022-12-05-python-edenred-payments_structuredOutput,python-edenred-payments,Unknown
2024-05-25-pytoileur-v1.0.0/2024-05-25-pytoileur-v1.0.0_structuredOutput,pytoileur-v1.0.0,Unknown
2024-05-27-pytoileur-v1.0.1/2024-05-27-pytoileur-v1.0.1_structuredOutput,pytoileur-v1.0.1,Unknown
2024-05-27-pytoileur-v1.0.2/2024-05-27-pytoileur-v1.0.2_structuredOutput,pytoileur-v1.0.2,Unknown
2023-02-27-py-virtualcontrolgame-v6.43/2023-02-27-py-virtualcontrolgame-v6.43_structuredOutput,py-virtualcontrolgame-v6.43,Unknown
2023-05-13-pywool-v1.0.0/2023-05-13-pywool-v1.0.0_structuredOutput,pywool-v1.0.0,Unknown
2023-04-22-qsteemp-v0.5/2023-04-22-qsteemp-v0.5_structuredOutput,qsteemp-v0.5,Unknown
2023-04-08-readycher-v0.1.0/2023-04-08-readycher-v0.1.0_structuredOutput,readycher-v0.1.0,Unknown
2023-05-20-req-matplotlib-v11.2.18/2023-05-20-req-matplotlib-v11.2.18_structuredOutput,req-matplotlib-v11.2.18,Unknown
2024-03-26-requesxs-v1.0.0/2024-03-26-requesxs-v1.0.0_structuredOutput,requesxs-v1.0.0,Unknown
2023-04-30-reverseshell-v0.0.4/2023-04-30-reverseshell-v0.0.4_structuredOutput,reverseshell-v0.0.4,Unknown
2022-11-17-ripe-atlas-dyndns/2022-11-17-ripe-atlas-dyndns_structuredOutput,ripe-atlas-dyndns,Unknown
2024-06-26-rock51-v1.0.0/2024-06-26-rock51-v1.0.0_structuredOutput,rock51-v1.0.0,Unknown
2022-11-11-sagetesttwo/2022-11-11-sagetesttwo_structuredOutput,sagetesttwo,Unknown
2022-11-12-sagetesttwo/2022-11-12-sagetesttwo_structuredOutput,sagetesttwo,Unknown
2022-11-16-salamus6/2022-11-16-salamus6_structuredOutput,salamus6,Unknown
2023-05-20-scikit-learn-matplotlib-v6.12.17/2023-05-20-scikit-learn-matplotlib-v6.12.17_structuredOutput,scikit-learn-matplotlib-v6.12.17,Unknown
2023-02-27-selfadpullint-v8.49/2023-02-27-selfadpullint-v8.49_structuredOutput,selfadpullint-v8.49,Unknown
2023-02-27-selfcandystudystudy-v9.14/2023-02-27-selfcandystudystudy-v9.14_structuredOutput,selfcandystudystudy-v9.14,Unknown
2023-02-27-selfccreplacever-v10.48/2023-02-27-selfccreplacever-v10.48_structuredOutput,selfccreplacever-v10.48,Unknown
2023-02-27-selfccurlpong-v2.51/2023-02-27-selfccurlpong-v2.51_structuredOutput,selfccurlpong-v2.51,Unknown
2023-03-03-selfcontroledintel-v3.63/2023-03-03-selfcontroledintel-v3.63_structuredOutput,selfcontroledintel-v3.63,Unknown
2023-02-27-selfcpuintsplit-v7.25/2023-02-27-selfcpuintsplit-v7.25_structuredOutput,selfcpuintsplit-v7.25,Unknown
2023-02-27-selfcvedpep-v3.25/2023-02-27-selfcvedpep-v3.25_structuredOutput,selfcvedpep-v3.25,Unknown
2023-03-12-selfedgamestudy-v5.59/2023-03-12-selfedgamestudy-v5.59_structuredOutput,selfedgamestudy-v5.59,Unknown
2023-03-03-selfgamevirtualad-v1.51/2023-03-03-selfgamevirtualad-v1.51_structuredOutput,selfgamevirtualad-v1.51,Unknown
2023-03-08-selfgetstudyram-v10.3/2023-03-08-selfgetstudyram-v10.3_structuredOutput,selfgetstudyram-v10.3,Unknown
2023-03-08-selfhttpmcpush-v6.76/2023-03-08-selfhttpmcpush-v6.76_structuredOutput,selfhttpmcpush-v6.76,Unknown
2023-03-03-selfinfopaypalad-v6.60/2023-03-03-selfinfopaypalad-v6.60_structuredOutput,selfinfopaypalad-v6.60,Unknown
2023-02-27-selfintstringstr-v9.5/2023-02-27-selfintstringstr-v9.5_structuredOutput,selfintstringstr-v9.5,Unknown
2023-02-27-selfmaskgamepull-v1.57/2023-02-27-selfmaskgamepull-v1.57_structuredOutput,selfmaskgamepull-v1.57,Unknown
2023-03-12-selfmccontrolstudy-v4.26/2023-03-12-selfmccontrolstudy-v4.26_structuredOutput,selfmccontrolstudy-v4.26,Unknown
2023-02-27-selfmcvisapy-v10.73/2023-02-27-selfmcvisapy-v10.73_structuredOutput,selfmcvisapy-v10.73,Unknown
2023-03-07-selfosintgrandrandom-v2.67/2023-03-07-selfosintgrandrandom-v2.67_structuredOutput,selfosintgrandrandom-v2.67,Unknown
2023-03-07-selfpaypalcontrolsuper-v5.71/2023-03-07-selfpaypalcontrolsuper-v5.71_structuredOutput,selfpaypalcontrolsuper-v5.71,Unknown
2023-02-27-selfpostponghydra-v8.31/2023-02-27-selfpostponghydra-v8.31_structuredOutput,selfpostponghydra-v8.31,Unknown
2023-02-27-selfrandcraftreplace-v7.5/2023-02-27-selfrandcraftreplace-v7.5_structuredOutput,selfrandcraftreplace-v7.5,Unknown
2023-03-08-selfrandomhackedstudy-v5.83/2023-03-08-selfrandomhackedstudy-v5.83_structuredOutput,selfrandomhackedstudy-v5.83,Unknown
2023-02-27-selfstrresuper-v3.23/2023-02-27-selfstrresuper-v3.23_structuredOutput,selfstrresuper-v3.23,Unknown
2023-02-27-selfstrultrapush-v4.57/2023-02-27-selfstrultrapush-v4.57_structuredOutput,selfstrultrapush-v4.57,Unknown
2023-02-27-selfvirtualloadrand-v6.69/2023-02-27-selfvirtualloadrand-v6.69_structuredOutput,selfvirtualloadrand-v6.69,Unknown
2023-05-03-setdotwork-v0.6/2023-05-03-setdotwork-v0.6_structuredOutput,setdotwork-v0.6,Unknown
2023-04-27-setnetwork-v0.2/2023-04-27-setnetwork-v0.2_structuredOutput,setnetwork-v0.2,Unknown
2023-05-15-shellapp1-v0.1.0/2023-05-15-shellapp1-v0.1.0_structuredOutput,shellapp1-v0.1.0,Unknown
2023-05-15-shellapp-v0.1.0/2023-05-15-shellapp-v0.1.0_structuredOutput,shellapp-v0.1.0,Unknown
2023-05-12-shermed-v1.0/2023-05-12-shermed-v1.0_structuredOutput,shermed-v1.0,Unknown
2023-05-12-sherm-v1.0/2023-05-12-sherm-v1.0_structuredOutput,sherm-v1.0,Unknown
2022-11-16-simplyjson/2022-11-16-simplyjson_structuredOutput,simplyjson,Unknown
2023-06-04-soulnitro-v1.0/2023-06-04-soulnitro-v1.0_structuredOutput,soulnitro-v1.0,Unknown
2023-05-20-sqlalchemy-requests-v7.1.1/2023-05-20-sqlalchemy-requests-v7.1.1_structuredOutput,sqlalchemy-requests-v7.1.1,Unknown
2023-05-02-stillrequestsa-v0.0.1/2023-05-02-stillrequestsa-v0.0.1_structuredOutput,stillrequestsa-v0.0.1,Unknown
2023-05-03-stillrequestsa-v0.0.2/2023-05-03-stillrequestsa-v0.0.2_structuredOutput,stillrequestsa-v0.0.2,Unknown
2023-06-04-syslog-ng-v1.0.0/2023-06-04-syslog-ng-v1.0.0_structuredOutput,syslog-ng-v1.0.0,Unknown
2023-05-03-testdufou-v2/2023-05-03-testdufou-v2_structuredOutput,testdufou-v2,Unknown
2022-11-08-testingijijwdaijdwa/2022-11-08-testingijijwdaijdwa_structuredOutput,testingijijwdaijdwa,Unknown
2023-03-09-testinglmao1234-v0.69/2023-03-09-testinglmao1234-v0.69_structuredOutput,testinglmao1234-v0.69,Unknown
2023-04-17-tiktokthon-v0.1/2023-04-17-tiktokthon-v0.1_structuredOutput,tiktokthon-v0.1,Unknown
2023-02-27-tpcandyminead-v7.84/2023-02-27-tpcandyminead-v7.84_structuredOutput,tpcandyminead-v7.84,Unknown
2023-02-27-tpccguipip-v7.34/2023-02-27-tpccguipip-v7.34_structuredOutput,tpccguipip-v7.34,Unknown
2023-02-27-tpccintelcontrol-v7.28/2023-02-27-tpccintelcontrol-v7.28_structuredOutput,tpccintelcontrol-v7.28,Unknown
2023-02-27-tpcpuramhttp-v6.55/2023-02-27-tpcpuramhttp-v6.55_structuredOutput,tpcpuramhttp-v6.55,Unknown
2023-02-27-tpedramver-v9.57/2023-02-27-tpedramver-v9.57_structuredOutput,tpedramver-v9.57,Unknown
2023-02-27-tpguiosintre-v2.49/2023-02-27-tpguiosintre-v2.49_structuredOutput,tpguiosintre-v2.49,Unknown
2023-02-27-tphackedcraftnvidia-v7.43/2023-02-27-tphackedcraftnvidia-v7.43_structuredOutput,tphackedcraftnvidia-v7.43,Unknown
2023-02-27-tphydracvmask-v6.11/2023-02-27-tphydracvmask-v6.11_structuredOutput,tphydracvmask-v6.11,Unknown
2023-02-27-tpintelramhacked-v7.6/2023-02-27-tpintelramhacked-v7.6_structuredOutput,tpintelramhacked-v7.6,Unknown
2023-02-27-tpintgrandre-v8.5/2023-02-27-tpintgrandre-v8.5_structuredOutput,tpintgrandre-v8.5,Unknown
2023-03-08-tpkillpeppep-v5.30/2023-03-08-tpkillpeppep-v5.30_structuredOutput,tpkillpeppep-v5.30,Unknown
2023-02-27-tplibpullpyw-v5.71/2023-02-27-tplibpullpyw-v5.71_structuredOutput,tplibpullpyw-v5.71,Unknown
2023-02-27-tploadpostosint-v4.91/2023-02-27-tploadpostosint-v4.91_structuredOutput,tploadpostosint-v4.91,Unknown
2023-02-27-tpmasklibsplit-v10.59/2023-02-27-tpmasklibsplit-v10.59_structuredOutput,tpmasklibsplit-v10.59,Unknown
2023-02-27-tpmccvpong-v10.53/2023-02-27-tpmccvpong-v10.53_structuredOutput,tpmccvpong-v10.53,Unknown
2023-02-27-tppingcpuget-v6.36/2023-02-27-tppingcpuget-v6.36_structuredOutput,tppingcpuget-v6.36,Unknown
2023-02-27-tppingultraload-v6.86/2023-02-27-tppingultraload-v6.86_structuredOutput,tppingultraload-v6.86,Unknown
2023-02-27-tppingvercv-v1.94/2023-02-27-tppingvercv-v1.94_structuredOutput,tppingvercv-v1.94,Unknown
2023-02-27-tppushvmgrand-v8.60/2023-02-27-tppushvmgrand-v8.60_structuredOutput,tppushvmgrand-v8.60,Unknown
2023-02-27-tpstringhackedstudy-v6.3/2023-02-27-tpstringhackedstudy-v6.3_structuredOutput,tpstringhackedstudy-v6.3,Unknown
2023-02-27-tpstrintelurl-v8.74/2023-02-27-tpstrintelurl-v8.74_structuredOutput,tpstrintelurl-v8.74,Unknown
2023-02-27-tptoolcccpu-v5.77/2023-02-27-tptoolcccpu-v5.77_structuredOutput,tptoolcccpu-v5.77,Unknown
2022-11-17-trejklfffffffffgdjg/2022-11-17-trejklfffffffffgdjg_structuredOutput,trejklfffffffffgdjg,Unknown
2023-04-25-tucan-x-v0.0.1/2023-04-25-tucan-x-v0.0.1_structuredOutput,tucan-x-v0.0.1,Unknown
2024-06-13-ucap-v3.6.1/2024-06-13-ucap-v3.6.1_structuredOutput,ucap-v3.6.1,Unknown
2023-03-03-upgini-v1.1.99/2023-03-03-upgini-v1.1.99_structuredOutput,upgini-v1.1.99,Unknown
2022-11-08-urllib3loader/2022-11-08-urllib3loader_structuredOutput,urllib3loader,Unknown
2022-11-08-urllibloader/2022-11-08-urllibloader_structuredOutput,urllibloader,Unknown
2022-11-07-urlllib-0.1/2022-11-07-urlllib-0.1_structuredOutput,urlllib,Unknown
2024-03-02-vermillion-v0.3/2024-03-02-vermillion-v0.3_structuredOutput,vermillion-v0.3,Unknown
2022-11-08-wadokwaokda/2022-11-08-wadokwaokda_structuredOutput,wadokwaokda,Unknown
2023-04-18-wdrags-v1.0/2023-04-18-wdrags-v1.0_structuredOutput,wdrags-v1.0,Unknown
2022-11-08-xoloaghvurilnh/2022-11-08-xoloaghvurilnh_structuredOutput,xoloaghvurilnh,Unknown
2022-11-08-xoloaoqcjnreyc/2022-11-08-xoloaoqcjnreyc_structuredOutput,xoloaoqcjnreyc,Unknown
2022-11-08-xoloarmmonwkmr/2022-11-08-xoloarmmonwkmr_structuredOutput,xoloarmmonwkmr,Unknown
2023-04-15-xoloeduccelifz-v0.0.0/2023-04-15-xoloeduccelifz-v0.0.0_structuredOutput,xoloeduccelifz-v0.0.0,Unknown
2022-11-22-xoloqiyrnnqwll/2022-11-22-xoloqiyrnnqwll_structuredOutput,xoloqiyrnnqwll,Unknown
2022-11-22-xoloqyrmkojrfm/2022-11-22-xoloqyrmkojrfm_structuredOutput,xoloqyrmkojrfm,Unknown
2022-11-08-xolortpdcanegu/2022-11-08-xolortpdcanegu_structuredOutput,xolortpdcanegu,Unknown
2022-11-08-xoloyfczocogra/2022-11-08-xoloyfczocogra_structuredOutput,xoloyfczocogra,Unknown
2023-06-02-zelixnitro-v1.0/2023-06-02-zelixnitro-v1.0_structuredOutput,zelixnitro-v1.0,Unknown
